dc,Station Number,Year,Month,Day,Total daily global solar exposure in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),#
dc, 86282,2013,03,04,25.656873,0.6701930, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000814,0.0019230, 0.035982,0.0040600, 0.171642,0.0106860, 0.354221,0.0178030, 0.546784,0.0226000, 0.739612,0.0254560, 0.927208,0.0271600, 1.102840,0.0283800, 1.259386,0.0295250, 1.394366,0.0309190, 1.505865,0.0323250, 1.587693,0.0341520, 1.643676,0.0350980, 1.676037,0.0357060, 1.673578,0.0356920, 1.645776,0.0352560, 1.583728,0.0342590, 1.499817,0.0330660, 1.379377,0.0314940, 1.232226,0.0298710, 1.067911,0.0283960, 0.895386,0.0270610, 0.710174,0.0251620, 0.514575,0.0218550, 0.326776,0.0168550, 0.150436,0.0096660, 0.029470,0.0037330, 0.001506,0.0020230, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,05,25.539650,0.6683820, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000489,0.0018250, 0.032034,0.0038860, 0.163809,0.0102910, 0.345443,0.0174780, 0.539214,0.0224260, 0.733339,0.0253890, 0.922568,0.0271700, 1.097913,0.0283810, 1.251775,0.0294510, 1.385151,0.0306670, 1.501963,0.0327320, 1.589621,0.0342490, 1.646247,0.0352000, 1.673519,0.0356970, 1.672143,0.0357080, 1.638618,0.0351550, 1.576662,0.0341700, 1.498446,0.0331210, 1.375230,0.0315130, 1.238595,0.0301750, 1.079690,0.0288880, 0.890923,0.0271310, 0.700862,0.0250470, 0.503452,0.0215730, 0.312542,0.0162790, 0.141140,0.0091990, 0.027225,0.0036440, 0.001028,0.0019240, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,06,24.057746,0.7172360, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000438,0.0018300, 0.025492,0.0035760, 0.116644,0.0077950, 0.331739,0.0169310, 0.527292,0.0220730, 0.720520,0.0251010, 0.894480,0.0264980, 1.061830,0.0275850, 1.211152,0.0286060, 1.341178,0.0297820, 1.449022,0.0310380, 1.532659,0.0322060, 1.588199,0.0334560, 1.577793,0.0423410, 1.632271,0.0338630, 1.606638,0.0369790, 1.430215,0.0442400, 1.237621,0.0585920, 1.258900,0.0438970, 1.100733,0.0377460, 1.101163,0.0307290, 0.856435,0.0335800, 0.688251,0.0244700, 0.382630,0.0174380, 0.247762,0.0139930, 0.117407,0.0079260, 0.017811,0.0032230, 0.001459,0.0017320, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,07,16.826936,0.4523540, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000348,0.0017400, 0.014633,0.0032100, 0.107566,0.0073210, 0.299316,0.0153860, 0.485526,0.0204700, 0.671781,0.0235600, 0.851261,0.0253650, 1.019592,0.0266200, 1.170918,0.0277660, 1.299408,0.0289410, 1.408242,0.0302310, 1.507746,0.0317310, 1.684225,0.0360270, 1.860402,0.0407410, 0.486182,0.0107180, 0.812171,0.0302370, 0.630064,0.0135600, 0.652411,0.0150840, 0.508799,0.0117390, 0.470910,0.0116000, 0.255826,0.0073390, 0.237239,0.0080040, 0.214479,0.0081690, 0.094042,0.0049770, 0.035859,0.0034380, 0.037638,0.0037400, 0.009833,0.0029980, 0.000510,0.0016320, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,08,18.433008,0.4886060, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0015360, 0.011664,0.0030470, 0.044820,0.0040180, 0.107656,0.0062190, 0.296620,0.0130260, 0.348155,0.0126100, 0.427460,0.0130750, 0.640086,0.0171460, 0.796990,0.0210250, 1.160051,0.0307900, 1.354243,0.0303100, 1.453435,0.0306540, 1.502972,0.0314660, 1.538767,0.0319930, 1.523634,0.0317650, 1.524316,0.0318390, 1.445658,0.0309750, 1.090120,0.0371020, 1.223028,0.0324580, 0.740373,0.0259150, 0.350924,0.0097070, 0.269050,0.0086520, 0.193137,0.0074700, 0.152136,0.0071920, 0.144976,0.0081210, 0.083617,0.0060540, 0.009112,0.0029890, 0.000000,0.0014400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,09,19.527690,0.5575670, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0013440, 0.021288,0.0034790, 0.119220,0.0081470, 0.191944,0.0105440, 0.442529,0.0192050, 0.613462,0.0230590, 0.498903,0.0195430, 0.656983,0.0306850, 0.885312,0.0312660, 0.661041,0.0194550, 0.712864,0.0262560, 1.593809,0.0341880, 1.563972,0.0326770, 1.579677,0.0328710, 1.579974,0.0328870, 1.552795,0.0324660, 1.504693,0.0318220, 1.399892,0.0306960, 1.284650,0.0323950, 0.543915,0.0190290, 0.442802,0.0122400, 0.505747,0.0162770, 0.527645,0.0198600, 0.340056,0.0149920, 0.189812,0.0106210, 0.095758,0.0067860, 0.018616,0.0033240, 0.000321,0.0014400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,10,13.979538,0.4326570, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0013440, 0.007891,0.0029920, 0.062177,0.0048770, 0.112095,0.0065110, 0.190514,0.0086200, 0.219098,0.0084090, 0.559342,0.0195400, 1.060411,0.0334000, 0.963230,0.0382360, 1.298427,0.0292160, 1.410770,0.0307170, 1.502598,0.0325490, 1.506216,0.0429610, 1.188224,0.0320860, 0.512780,0.0151810, 0.552104,0.0180480, 0.505283,0.0172590, 0.123060,0.0039530, 0.166447,0.0047470, 0.296273,0.0078280, 0.362036,0.0101060, 0.625236,0.0239970, 0.486138,0.0196240, 0.160249,0.0075770, 0.073737,0.0049240, 0.032684,0.0038080, 0.002508,0.0028880, 0.000000,0.0012480, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,11,20.630090,0.6296440, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0012480, 0.011676,0.0030800, 0.110553,0.0075730, 0.281145,0.0149220, 0.462483,0.0201280, 0.645324,0.0233920, 0.653561,0.0217570, 1.061704,0.0283440, 1.147011,0.0302820, 1.383623,0.0356070, 0.836158,0.0197450, 1.623163,0.0377550, 1.407092,0.0397290, 1.294458,0.0334800, 1.167609,0.0357720, 0.898519,0.0343740, 1.708376,0.0424360, 1.103492,0.0300340, 1.166920,0.0316390, 0.976548,0.0299250, 0.578375,0.0209240, 0.842818,0.0267850, 0.653725,0.0244930, 0.425989,0.0196100, 0.125713,0.0076980, 0.056984,0.0047760, 0.007061,0.0029730, 0.000000,0.0011520, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,12,23.050570,0.6150400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000137,0.0010560, 0.011813,0.0030900, 0.107169,0.0074340, 0.294899,0.0158170, 0.480361,0.0212890, 0.640499,0.0240750, 0.758169,0.0242770, 0.981958,0.0264860, 1.133846,0.0275780, 1.272463,0.0288910, 1.378376,0.0301750, 1.463547,0.0318890, 1.517833,0.0327280, 1.544752,0.0331870, 1.543934,0.0332060, 1.515619,0.0327910, 1.456332,0.0319200, 1.370224,0.0307700, 1.258143,0.0294850, 1.122265,0.0281940, 0.974301,0.0271140, 0.808761,0.0257940, 0.621684,0.0233770, 0.436517,0.0197380, 0.254338,0.0140200, 0.091171,0.0066340, 0.011379,0.0030550, 0.000069,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,13,18.395557,0.7228930, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0009600, 0.013511,0.0031500, 0.069526,0.0053640, 0.165576,0.0092360, 0.263973,0.0120400, 0.412340,0.0164700, 0.513652,0.0199540, 0.963728,0.0407790, 0.878913,0.0383580, 0.604631,0.0327960, 1.107799,0.0447770, 1.294519,0.0688870, 0.980394,0.0433420, 1.024273,0.0419160, 1.148823,0.0553880, 0.788043,0.0230410, 1.120882,0.0320440, 1.538797,0.0392490, 1.285654,0.0469780, 1.084250,0.0317950, 0.990799,0.0272050, 0.811801,0.0256910, 0.623067,0.0233670, 0.426577,0.0193090, 0.217096,0.0121080, 0.057617,0.0047970, 0.009304,0.0030190, 0.000000,0.0008640, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,14,17.067717,0.6001490, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.002565,0.0028930, 0.031402,0.0035820, 0.101241,0.0061300, 0.192319,0.0089540, 0.311509,0.0117990, 0.394340,0.0126060, 0.551846,0.0156370, 0.576132,0.0158880, 0.529912,0.0124570, 0.943309,0.0386970, 1.165624,0.0651940, 0.891402,0.0357860, 0.745468,0.0254620, 0.895098,0.0289090, 1.165044,0.0556240, 1.468603,0.0458860, 1.411514,0.0332670, 1.301777,0.0299250, 1.161805,0.0288010, 1.003648,0.0277580, 0.827188,0.0264020, 0.638046,0.0242940, 0.443397,0.0202500, 0.247072,0.0141240, 0.060943,0.0052260, 0.006503,0.0029590, 0.000000,0.0007680, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,15,18.708354,0.5796370, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0007680, 0.004106,0.0029290, 0.037269,0.0038080, 0.066903,0.0046200, 0.119164,0.0060250, 0.254017,0.0102880, 0.315133,0.0103710, 0.469876,0.0131650, 0.461167,0.0127090, 0.674196,0.0174550, 1.259949,0.0399280, 1.137661,0.0556840, 1.444137,0.0629500, 1.509354,0.0435450, 1.596688,0.0335130, 1.560406,0.0329380, 1.496992,0.0320820, 1.405492,0.0309400, 1.285080,0.0340430, 1.149234,0.0286680, 1.008089,0.0281090, 0.729651,0.0310160, 0.310508,0.0168230, 0.246543,0.0121210, 0.111096,0.0069960, 0.051497,0.0045390, 0.004134,0.0029220, 0.000000,0.0006720, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,16, 9.311678,0.4423070, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0005760, 0.000134,0.0028800, 0.008527,0.0029550, 0.032437,0.0035440, 0.061468,0.0043230, 0.067960,0.0043060, 0.159886,0.0070810, 0.217467,0.0086060, 0.374870,0.0136190, 0.483957,0.0168710, 0.495155,0.0170740, 0.672026,0.0243430, 1.129497,0.0544000, 1.286185,0.0600640, 1.541930,0.0955600, 0.719163,0.0325340, 0.300141,0.0108360, 0.503755,0.0184290, 0.217576,0.0085140, 0.197256,0.0080830, 0.367946,0.0147410, 0.132608,0.0066220, 0.127447,0.0068710, 0.155937,0.0090600, 0.030015,0.0034960, 0.026862,0.0035370, 0.001461,0.0028900, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,17, 9.076659,0.3432400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0004800, 0.002164,0.0028920, 0.013374,0.0030260, 0.081502,0.0053820, 0.165553,0.0080870, 0.289548,0.0115180, 0.324600,0.0110130, 0.302125,0.0089930, 0.220969,0.0065400, 0.357520,0.0093750, 0.278046,0.0074100, 0.182706,0.0049260, 0.382024,0.0091300, 0.310540,0.0071910, 0.326173,0.0076210, 0.884407,0.0343580, 0.824265,0.0220910, 0.821505,0.0247120, 0.837593,0.0424240, 0.994479,0.0423750, 0.675609,0.0320690, 0.284680,0.0110040, 0.215056,0.0088400, 0.161017,0.0079660, 0.086027,0.0058970, 0.052626,0.0046290, 0.002542,0.0028980, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,18,11.362205,0.4278990, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0003840, 0.002492,0.0028910, 0.037300,0.0039580, 0.069340,0.0049240, 0.045247,0.0036280, 0.202041,0.0091440, 0.119769,0.0048430, 0.346035,0.0108600, 0.192007,0.0059460, 0.402659,0.0100160, 0.483964,0.0114870, 0.337845,0.0082290, 0.595003,0.0168060, 1.244263,0.0404940, 1.162952,0.0583110, 0.688293,0.0162380, 0.678710,0.0180750, 0.744867,0.0254430, 0.693499,0.0298050, 0.521184,0.0173500, 0.672176,0.0320700, 0.785743,0.0305280, 0.612400,0.0239520, 0.424172,0.0204450, 0.233594,0.0135450, 0.062604,0.0053130, 0.004036,0.0029170, 0.000000,0.0002880, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,19,22.195772,0.5938100, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000060,0.0001920, 0.004375,0.0029220, 0.079200,0.0061190, 0.234754,0.0133940, 0.419134,0.0195520, 0.604966,0.0234020, 0.782781,0.0255440, 0.950478,0.0268450, 1.106920,0.0279570, 1.240700,0.0289750, 1.352509,0.0300500, 1.437063,0.0310150, 1.496588,0.0318070, 1.523908,0.0321850, 1.522354,0.0321590, 1.494585,0.0317930, 1.438941,0.0311090, 1.349110,0.0300690, 1.231944,0.0289210, 1.095854,0.0279060, 0.952197,0.0277830, 0.746827,0.0252900, 0.557074,0.0232480, 0.326745,0.0163590, 0.179568,0.0107170, 0.062289,0.0052690, 0.004837,0.0029290, 0.000000,0.0002880, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,20,19.833121,0.7206080, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000960, 0.000853,0.0028880, 0.060524,0.0051610, 0.200703,0.0117760, 0.400551,0.0188200, 0.583597,0.0227290, 0.765833,0.0251460, 0.941501,0.0267450, 1.095862,0.0278160, 1.227884,0.0287930, 1.337042,0.0298000, 1.418735,0.0307000, 1.473336,0.0313860, 1.501254,0.0317700, 1.513761,0.0471720, 1.176478,0.0578980, 1.074543,0.0756010, 1.272762,0.0473470, 0.816553,0.0436740, 0.922626,0.0457190, 0.507908,0.0316720, 0.586167,0.0261110, 0.525922,0.0238810, 0.273486,0.0137620, 0.114380,0.0072700, 0.038010,0.0039680, 0.002843,0.0028980, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,21, 9.881201,0.7578890, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000085,0.0000960, 0.000000,0.0028800, 0.007675,0.0030060, 0.035218,0.0042170, 0.071219,0.0063810, 0.107634,0.0086370, 0.142416,0.0107650, 0.179935,0.0131430, 0.312196,0.0220600, 0.469900,0.0328150, 0.651416,0.0491280, 0.739117,0.0567690, 0.449532,0.0347760, 0.716499,0.0546840, 0.949606,0.0701270, 0.436629,0.0307810, 0.941970,0.0719710, 0.874917,0.0643110, 0.547483,0.0399260, 0.035926,0.0040990, 0.560400,0.0425700, 0.740485,0.0558570, 0.491988,0.0387150, 0.253767,0.0212420, 0.122654,0.0113320, 0.039295,0.0048690, 0.003228,0.0027240, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,03,22, 9.693569,0.8103440, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000937,0.0029240, 0.056749,0.0066450, 0.219946,0.0204570, 0.402154,0.0349290, 0.588858,0.0487650, 0.786903,0.0631020, 0.961417,0.0756420, 0.663261,0.0540570, 0.690343,0.0625840, 1.013760,0.0845970, 0.717546,0.0594900, 0.533197,0.0421830, 0.392737,0.0304660, 0.298330,0.0249680, 0.417555,0.0342370, 0.279802,0.0219840, 0.339515,0.0267260, 0.371631,0.0294070, 0.271131,0.0218130, 0.201202,0.0165390, 0.187971,0.0158110, 0.133908,0.0118990, 0.089872,0.0086410, 0.061620,0.0066550, 0.012208,0.0032110, 0.001006,0.0026040, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
